class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75679494,775345,374886,0.9924579575743548,0.9898587844779843,0.9950708164342407,
1,LAD,527342,174470,300502,0.6894909705188572,0.7514006600058029,0.6370064891452902,0.7005310373998174
2,RCA,727894,97785,194494,0.8327987428399436,0.8815701985880605,0.7891407954136351,0.8241390051251131
3,LCX,527166,133704,311422,0.7031420686674739,0.7976848699441524,0.6286352773948515,0.6942363361697446
